ticker,in_legacy_quality,in_legacy_market,in_ranking,exchange,sector_raw,has_market_data,has_finance_data,data_quality_status,possible_issue,recommended_action
KHL,True,True,True,HOSE,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
KHP,True,True,True,HOSE,"Tiện ích Cộng đồng / Điện, nước & xăng dầu khí đốt / Sản xuất & Phân phối Điện / Sản xuất & Phân phối Điện",True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
KHS,True,True,True,HNX,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Nuôi trồng nông & hải sản,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
KHW,True,True,True,UPCoM,"Tiện ích Cộng đồng / Điện, nước & xăng dầu khí đốt / Nước & Khí đốt / Nước",True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
KHX,True,True,True,UPCoM,"Dịch vụ Tiêu dùng / Truyền thông / Truyền thông / Sách, ấn bản & sản phẩm văn hóa",False,False,INSUFFICIENT_DATA,MISSING_MARKET_DATA,Do not promote to stage_2+ until market data is present.
KIP,True,True,True,UPCoM,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Điện tử & Thiết bị điện / Thiết bị điện,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
KKC,True,True,True,HNX,Nguyên vật liệu / Tài nguyên Cơ bản / Kim loại / Thép và sản phẩm thép,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
KLB,True,True,True,HOSE,Ngân hàng / Ngân hàng / Ngân hàng / Ngân hàng,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
KLF,True,True,True,UPCoM,Dịch vụ Tiêu dùng / Du lịch và Giải trí / Du lịch & Giải trí / Dịch vụ giải trí,False,False,INSUFFICIENT_DATA,MISSING_MARKET_DATA,Do not promote to stage_2+ until market data is present.
KLM,True,True,True,UPCoM,Nguyên vật liệu / Tài nguyên Cơ bản / Kim loại / Kim Loại màu,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
KMR,True,True,True,HOSE,Hàng Tiêu dùng / Hàng cá nhân & Gia dụng / Hàng cá nhân / Hàng May mặc,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
KMT,True,True,True,HNX,Nguyên vật liệu / Tài nguyên Cơ bản / Kim loại / Thép và sản phẩm thép,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
KOS,True,True,True,HOSE,Tài chính / Bất động sản / Bất động sản / Bất động sản,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
KPF,True,True,True,HOSE,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,False,False,INSUFFICIENT_DATA,MISSING_MARKET_DATA,Do not promote to stage_2+ until market data is present.
KSB,True,True,True,HOSE,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
KSD,True,True,True,HNX,Hàng Tiêu dùng / Hàng cá nhân & Gia dụng / Hàng gia dụng / Đồ gia dụng lâu bền,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
KSF,True,True,True,HNX,Tài chính / Bất động sản / Bất động sản / Bất động sản,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
KSH,True,True,True,UPCoM,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Nuôi trồng nông & hải sản,False,False,INSUFFICIENT_DATA,MISSING_MARKET_DATA,Do not promote to stage_2+ until market data is present.
KSQ,True,True,True,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
KSS,True,True,True,HOSE,Nguyên vật liệu / Tài nguyên Cơ bản / Khai khoáng / Khai khoáng,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
KST,True,True,True,HNX,Công nghệ Thông tin / Công nghệ Thông tin / Thiết bị và Phần cứng / Thiết bị viễn thông,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
KSV,True,True,True,HNX,Nguyên vật liệu / Tài nguyên Cơ bản / Khai khoáng / Khai khoáng,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
KTC,True,True,True,UPCoM,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Thực phẩm,False,False,INSUFFICIENT_DATA,MISSING_MARKET_DATA,Do not promote to stage_2+ until market data is present.
KTL,True,True,True,UPCoM,Nguyên vật liệu / Tài nguyên Cơ bản / Kim loại / Thép và sản phẩm thép,False,False,INSUFFICIENT_DATA,MISSING_MARKET_DATA,Do not promote to stage_2+ until market data is present.
KTS,True,True,True,HNX,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Thực phẩm,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
KTT,True,True,True,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,False,False,INSUFFICIENT_DATA,MISSING_MARKET_DATA,Do not promote to stage_2+ until market data is present.
KTW,True,True,True,UPCoM,"Tiện ích Cộng đồng / Điện, nước & xăng dầu khí đốt / Nước & Khí đốt / Nước",False,False,INSUFFICIENT_DATA,MISSING_MARKET_DATA,Do not promote to stage_2+ until market data is present.
KVC,True,True,True,UPCoM,Nguyên vật liệu / Tài nguyên Cơ bản / Kim loại / Thép và sản phẩm thép,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
KWA,True,True,True,UPCoM,"Tiện ích Cộng đồng / Điện, nước & xăng dầu khí đốt / Nước & Khí đốt / Nước",False,False,INSUFFICIENT_DATA,MISSING_MARKET_DATA,Do not promote to stage_2+ until market data is present.
L10,True,True,True,HOSE,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Công nghiệp nặng / Máy công nghiệp,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
L12,True,True,True,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
L14,True,True,True,HNX,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
L18,True,True,True,HNX,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
L35,True,True,True,UPCoM,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Công nghiệp nặng / Máy công nghiệp,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
L40,True,True,True,HNX,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
L43,True,True,True,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
L44,True,True,True,UPCoM,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Công nghiệp nặng / Máy công nghiệp,False,False,INSUFFICIENT_DATA,MISSING_MARKET_DATA,Do not promote to stage_2+ until market data is present.
L45,True,True,True,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
L61,True,True,True,UPCoM,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Công nghiệp nặng / Máy công nghiệp,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
L62,True,True,True,UPCoM,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Công nghiệp nặng / Máy công nghiệp,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
L63,True,True,True,UPCoM,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Công nghiệp nặng / Máy công nghiệp,False,False,INSUFFICIENT_DATA,MISSING_MARKET_DATA,Do not promote to stage_2+ until market data is present.
LAF,True,True,True,HOSE,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Thực phẩm,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
LAI,True,True,True,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
LAS,True,True,True,HNX,"Nguyên vật liệu / Hóa chất / Hóa chất / Sản phẩm hóa dầu, Nông dược & Hóa chất khác",True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
LAW,True,True,True,UPCoM,"Tiện ích Cộng đồng / Điện, nước & xăng dầu khí đốt / Nước & Khí đốt / Nước",True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
LBC,True,True,True,UPCoM,Dịch vụ Tiêu dùng / Bán lẻ / Bán lẻ / Bán lẻ phức hợp,False,False,INSUFFICIENT_DATA,MISSING_MARKET_DATA,Do not promote to stage_2+ until market data is present.
LBE,True,True,True,HNX,Hàng Tiêu dùng / Hàng cá nhân & Gia dụng / Hàng cá nhân / Hàng cá nhân,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
LBM,True,True,True,HOSE,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
LCC,True,True,True,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,False,False,INSUFFICIENT_DATA,MISSING_MARKET_DATA,Do not promote to stage_2+ until market data is present.
LCD,True,True,True,HNX,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,False,False,INSUFFICIENT_DATA,MISSING_MARKET_DATA,Do not promote to stage_2+ until market data is present.
LCG,True,True,True,HOSE,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
LCM,True,True,True,UPCoM,Nguyên vật liệu / Tài nguyên Cơ bản / Khai khoáng / Khai khoáng,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
LCS,True,True,True,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
LCW,True,True,True,UPCoM,"Tiện ích Cộng đồng / Điện, nước & xăng dầu khí đốt / Nước & Khí đốt / Nước",True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
LDG,True,True,True,HOSE,Tài chính / Bất động sản / Bất động sản / Bất động sản,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
LDP,True,True,True,HNX,Dược phẩm và Y tế / Y tế / Dược phẩm / Dược phẩm,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
LDW,True,True,True,UPCoM,"Tiện ích Cộng đồng / Điện, nước & xăng dầu khí đốt / Nước & Khí đốt / Nước",False,False,INSUFFICIENT_DATA,MISSING_MARKET_DATA,Do not promote to stage_2+ until market data is present.
LEC,True,True,True,UPCoM,Tài chính / Bất động sản / Bất động sản / Bất động sản,False,False,INSUFFICIENT_DATA,MISSING_MARKET_DATA,Do not promote to stage_2+ until market data is present.
LG9,True,True,True,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
LGC,True,True,True,HOSE,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,False,False,INSUFFICIENT_DATA,MISSING_MARKET_DATA,Do not promote to stage_2+ until market data is present.
LGL,True,True,True,HOSE,Tài chính / Bất động sản / Bất động sản / Bất động sản,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
LGM,True,True,True,UPCoM,Hàng Tiêu dùng / Hàng cá nhân & Gia dụng / Hàng cá nhân / Hàng May mặc,False,False,INSUFFICIENT_DATA,MISSING_MARKET_DATA,Do not promote to stage_2+ until market data is present.
LHC,True,True,True,HNX,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
LHG,True,True,True,HOSE,Tài chính / Bất động sản / Bất động sản / Bất động sản,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
LIC,True,True,True,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
LIG,True,True,True,HNX,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
LIX,True,True,True,HOSE,Hàng Tiêu dùng / Hàng cá nhân & Gia dụng / Hàng cá nhân / Hàng cá nhân,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
LKW,True,True,True,UPCoM,"Tiện ích Cộng đồng / Điện, nước & xăng dầu khí đốt / Nước & Khí đốt / Nước",True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
LLM,True,True,True,UPCoM,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Công nghiệp nặng / Máy công nghiệp,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
LM3,True,True,True,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,False,False,INSUFFICIENT_DATA,MISSING_MARKET_DATA,Do not promote to stage_2+ until market data is present.
LM7,True,True,True,UPCoM,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Công nghiệp nặng / Máy công nghiệp,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
LM8,True,True,True,HOSE,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
LMC,True,True,True,UPCoM,Nguyên vật liệu / Tài nguyên Cơ bản / Khai khoáng / Khai khoáng,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
LMH,True,True,True,UPCoM,Tài chính / Bất động sản / Bất động sản / Bất động sản,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
LMI,True,True,True,UPCoM,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Công nghiệp nặng / Máy công nghiệp,False,False,INSUFFICIENT_DATA,MISSING_MARKET_DATA,Do not promote to stage_2+ until market data is present.
LNC,True,True,True,UPCoM,"Nguyên vật liệu / Hóa chất / Hóa chất / Nhựa, cao su & sợi",False,False,INSUFFICIENT_DATA,MISSING_MARKET_DATA,Do not promote to stage_2+ until market data is present.
LO5,True,True,True,UPCoM,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Công nghiệp nặng / Máy công nghiệp,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
LPB,True,True,True,HOSE,Ngân hàng / Ngân hàng / Ngân hàng / Ngân hàng,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
LPT,True,True,True,UPCoM,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Tư vấn & Hỗ trợ Kinh doanh / Đào tạo & Việc làm,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
LQN,True,True,True,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,False,False,INSUFFICIENT_DATA,MISSING_MARKET_DATA,Do not promote to stage_2+ until market data is present.
LSG,True,True,True,UPCoM,Tài chính / Bất động sản / Bất động sản / Bất động sản,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
LSS,True,True,True,HOSE,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Thực phẩm,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
LTC,True,True,True,UPCoM,Công nghệ Thông tin / Công nghệ Thông tin / Thiết bị và Phần cứng / Phần cứng,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
LTG,True,True,True,UPCoM,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Nuôi trồng nông & hải sản,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
LUT,True,True,True,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
LWS,True,True,True,UPCoM,"Tiện ích Cộng đồng / Điện, nước & xăng dầu khí đốt / Nước & Khí đốt / Nước",True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
LYF,True,True,True,UPCoM,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Thực phẩm,False,False,INSUFFICIENT_DATA,MISSING_MARKET_DATA,Do not promote to stage_2+ until market data is present.
M10,True,True,True,UPCoM,Hàng Tiêu dùng / Hàng cá nhân & Gia dụng / Hàng cá nhân / Hàng May mặc,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
MA1,True,True,True,UPCoM,Tài chính / Bất động sản / Bất động sản / Bất động sản,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
MAC,True,True,True,HNX,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Công nghiệp nặng / Xe tải & Đóng tàu,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
MAS,True,True,True,HNX,Dịch vụ Tiêu dùng / Du lịch và Giải trí / Du lịch & Giải trí / Vận tải hành khách & Du lịch,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
MBB,True,True,True,HOSE,Ngân hàng / Ngân hàng / Ngân hàng / Ngân hàng,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
MBG,True,True,True,HNX,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
MBN,True,True,True,UPCoM,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Tư vấn & Hỗ trợ Kinh doanh / Chất thải & Môi trường,False,False,INSUFFICIENT_DATA,MISSING_MARKET_DATA,Do not promote to stage_2+ until market data is present.
MBS,True,True,True,HNX,Tài chính / Dịch vụ tài chính / Dịch vụ tài chính / Môi giới chứng khoán,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
MBT,True,True,True,UPCoM,Tài chính / Bất động sản / Bất động sản / Bất động sản,False,False,INSUFFICIENT_DATA,MISSING_MARKET_DATA,Do not promote to stage_2+ until market data is present.
MC3,True,True,True,UPCoM,Nguyên vật liệu / Tài nguyên Cơ bản / Khai khoáng / Khai khoáng,False,False,INSUFFICIENT_DATA,MISSING_MARKET_DATA,Do not promote to stage_2+ until market data is present.
MCC,True,True,True,HNX,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,False,False,INSUFFICIENT_DATA,MISSING_MARKET_DATA,Do not promote to stage_2+ until market data is present.
MCD,True,True,True,,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Tư vấn & Hỗ trợ Kinh doanh / Chất thải & Môi trường,False,False,INSUFFICIENT_DATA,UNKNOWN_EXCHANGE,Verify exchange/listing identity before stage_2+.
MCF,True,True,True,HNX,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Thực phẩm,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
MCG,True,True,True,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
MCH,True,True,True,HOSE,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Thực phẩm,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
MCI,True,True,True,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
MCM,True,True,True,HOSE,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Thực phẩm,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
MCO,True,True,True,HNX,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
MCP,True,True,True,HOSE,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Hàng công nghiệp / Containers & Đóng gói,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
MDA,True,True,True,UPCoM,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Tư vấn & Hỗ trợ Kinh doanh / Chất thải & Môi trường,False,False,INSUFFICIENT_DATA,MISSING_MARKET_DATA,Do not promote to stage_2+ until market data is present.
MDC,True,True,True,HNX,Nguyên vật liệu / Tài nguyên Cơ bản / Khai khoáng / Khai thác Than,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
MDF,True,True,True,UPCoM,Nguyên vật liệu / Tài nguyên Cơ bản / Lâm nghiệp và Giấy / Lâm sản và Chế biến gỗ,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
MDG,True,True,True,HOSE,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
MEC,True,True,True,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
MED,True,True,True,HNX,Dược phẩm và Y tế / Y tế / Dược phẩm / Dược phẩm,True,False,PARTIAL_PROVISIONAL_DATA,MISSING_FINANCE_DATA,Do not promote to stage_2+ until provisional or official finance data exists.
MEF,True,True,True,UPCoM,Dược phẩm và Y tế / Y tế / Thiết bị và Dịch vụ Y tế / Dụng cụ y tế,False,False,INSUFFICIENT_DATA,MISSING_MARKET_DATA,Do not promote to stage_2+ until market data is present.
MEG,True,True,True,UPCoM,Hàng Tiêu dùng / Hàng cá nhân & Gia dụng / Hàng gia dụng / Thiết bị gia dụng,False,False,INSUFFICIENT_DATA,MISSING_MARKET_DATA,Do not promote to stage_2+ until market data is present.
