stage_cap,ticker,raw_rank,balanced_rank,sector_bucket,firm_type,balance_action,diagnostic_reason
stage_4_deep_dive_shortlist,VSC,6,3,Công nghiệp,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=6; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=MAJOR_DIFF; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VIR,320,191,Dịch vụ Tiêu dùng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=320; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VLW,325,192,Tiện ích Cộng đồng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=325; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VNX,330,193,Dịch vụ Tiêu dùng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=330; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VPW,331,194,Tiện ích Cộng đồng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=331; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VTM,332,195,Dịch vụ Tiêu dùng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=332; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,YTC,339,196,Dược phẩm và Y tế,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=339; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,TDN,351,197,Năng lượng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=351; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,ABB,362,198,Ngân hàng,bank,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=362; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,ABC,363,199,Viễn thông,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=363; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,ACB,370,200,Ngân hàng,bank,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=370; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TYA,109,201,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=109; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VGR,110,202,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=110; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=MAJOR_DIFF; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VSE,115,203,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=115; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TJC,117,204,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=117; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TSB,119,205,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=119; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,USD,121,206,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=121; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VTB,122,207,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=122; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VMC,125,208,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=125; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VNA,126,209,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=126; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VLG,128,210,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=128; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TN1,130,211,Tài chính,real_estate,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=130; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TDF,131,212,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=131; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VNF,135,213,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=135; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TTP,139,214,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=139; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VSM,142,215,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=142; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VST,144,216,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=144; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TMS,146,217,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=146; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,XMD,147,218,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=147; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,V12,148,219,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=148; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TXM,149,220,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=149; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VNL,150,221,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=150; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TS3,152,222,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=152; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VSI,153,223,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=153; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VE1,155,224,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=155; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TIE,157,225,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=157; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VCC,160,226,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=160; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VNC,161,227,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=161; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VE9,164,228,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=164; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VIT,166,229,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=166; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VC6,169,230,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=169; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,V11,171,231,Tài chính,real_estate,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=171; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TTC,173,232,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=173; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,USC,174,233,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=174; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TOT,176,234,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=176; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VCX,179,235,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=179; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TV3,181,236,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=181; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,YBC,185,237,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=185; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VGV,186,238,Tài chính,real_estate,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=186; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TTL,190,239,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=190; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,WTC,192,240,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=192; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VTH,193,241,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=193; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,XLV,198,242,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=198; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,XDH,199,243,Tài chính,real_estate,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=199; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VPA,201,244,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=201; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,WCS,202,245,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=202; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VPC,209,246,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=209; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VFR,210,247,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=210; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,V21,214,248,Tài chính,real_estate,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=214; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TRS,215,249,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=215; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VC1,217,250,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=217; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VTA,218,251,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=218; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TMX,219,252,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=219; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VCR,220,253,Tài chính,real_estate,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=220; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TNC,221,254,Nguyên vật liệu,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=221; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VNI,223,255,Tài chính,real_estate,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=223; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VGL,224,256,Nguyên vật liệu,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=224; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VSA,225,257,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=225; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TGP,226,258,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=226; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,UDL,227,259,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=227; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VNY,228,260,Nguyên vật liệu,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=228; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VBC,230,261,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=230; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VQC,232,262,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=232; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TED,234,263,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=234; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TVH,235,264,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=235; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VMS,236,265,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=236; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VHL,238,266,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=238; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TTS,239,267,Nguyên vật liệu,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=239; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VCM,240,268,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=240; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TNB,243,269,Nguyên vật liệu,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=243; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TIX,247,270,Tài chính,real_estate,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=247; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TMG,248,271,Nguyên vật liệu,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=248; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TNP,249,272,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=249; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VIN,252,273,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=252; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VTX,253,274,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=253; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,XHC,254,275,Hàng Tiêu dùng,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=254; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VHD,255,276,Tài chính,real_estate,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=255; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VSG,256,277,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=256; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VVN,258,278,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=258; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,UPS,259,279,Tài chính,securities,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=259; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VCK,260,280,Tài chính,securities,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=260; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VPX,261,281,Tài chính,bank,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=261; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VDL,263,282,Hàng Tiêu dùng,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=263; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TD6,264,283,Nguyên vật liệu,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=264; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TDI,265,284,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=265; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TEC,266,285,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=266; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TEL,267,286,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=267; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TGG,268,287,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=268; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
